ID,Degree,Closeness centrality,Clustering coefficient
235,4,0.2467948717948718,0
236,3,0.24422292705029452,0
237,4,0.22916666666666666,0
238,7,0.27457972491085075,0
239,8,0.2754215636177823,0
240,7,0.2660414610069102,0.047619047619047616
241,3,0.24094769780956637,0
242,4,0.2597590361445783,0
243,11,0.2955043859649123,0
244,5,0.2561787072243346,0
246,8,0.27754891864057674,0
247,5,0.26473477406679763,0
248,8,0.28978494623655915,0.03571428571428571
249,7,0.27598566308243727,0
250,5,0.2561787072243346,0
251,7,0.2764102564102564,0
252,5,0.23713154421469423,0
253,9,0.27570332480818416,0
254,6,0.26499508357915436,0.06666666666666667
255,5,0.2482726853984339,0
256,5,0.25950890707751567,0
257,3,0.24444444444444444,0
258,3,0.23923657345761207,0
259,9,0.28654970760233917,0.027777777777777776
260,8,0.2736040609137056,0
261,5,0.2598842815814851,0
262,4,0.25569259962049334,0
263,4,0.24838709677419354,0
264,6,0.2724974721941355,0
265,4,0.24873096446700507,0
266,4,0.24389140271493212,0
267,6,0.2461187214611872,0.13333333333333333
268,8,0.2808754559666493,0
269,5,0.25293289535429375,0.1
270,4,0.2411633109619687,0
271,5,0.2482726853984339,0
272,10,0.29277566539923955,0
273,5,0.25508755324183624,0
274,6,0.26305514885309905,0
275,3,0.23434782608695653,0
276,6,0.26152353226589037,0
277,6,0.26512543039842595,0.06666666666666667
278,3,0.25069767441860463,0
279,2,0.2143141153081511,0
280,10,0.2935729847494553,0
281,2,0.2465690759377859,0
283,8,0.2785529715762274,0.03571428571428571
284,11,0.3048642533936652,0
285,9,0.2811684924360981,0.027777777777777776
286,4,0.24544626593806923,0
287,8,0.27754891864057674,0.03571428571428571
288,3,0.2314297981966509,0
289,6,0.2681592039800995,0
290,5,0.26356968215158927,0
291,2,0.2360928602715725,0
292,3,0.23252804141501293,0
293,8,0.27769191138588356,0.03571428571428571
294,2,0.21973094170403587,0
295,4,0.2504646840148699,0.16666666666666666
297,6,0.2633121641426478,0.06666666666666667
298,4,0.2544853635505194,0
299,6,0.2696348174087044,0
300,7,0.2697697697697698,0
301,8,0.27514037774374683,0
302,4,0.24477747502270664,0
303,5,0.2555713608345187,0
304,6,0.2689620758483034,0
305,7,0.2684262948207171,0
306,7,0.2708542713567839,0.047619047619047616
307,5,0.27826535880227155,0
308,6,0.27071823204419887,0
309,3,0.24668192219679633,0
310,5,0.24019607843137256,0
311,6,0.2696348174087044,0
312,4,0.25508755324183624,0
313,3,0.22171945701357465,0
314,2,0.19120255409719758,0
315,6,0.2644749754661433,0.06666666666666667
316,3,0.23103300471495927,0
318,7,0.27869700103412615,0
319,4,0.24522292993630573,0
320,10,0.28869844670594536,0
321,2,0.23640350877192984,0
322,6,0.265255905511811,0
323,12,0.2918245804006497,0
324,4,0.25412541254125415,0
325,1,0.22704296545914068,0
326,5,0.262287104622871,0
327,4,0.23817940786566505,0
328,6,0.26856003986048826,0
329,3,0.2433408577878104,0
330,7,0.2768361581920904,0
331,5,0.2578947368421053,0
332,6,0.24850161364684187,0
333,3,0.23692307692307693,0.3333333333333333
334,5,0.25752508361204013,0
335,6,0.2703109327983952,0
336,5,0.24555808656036446,0
337,5,0.25801819052178077,0
338,6,0.25630052306229195,0
339,7,0.2681592039800995,0
340,7,0.2600096478533526,0.047619047619047616
341,5,0.2443336355394379,0
342,10,0.2836842105263158,0
343,5,0.2620320855614973,0
344,4,0.2280998730427423,0
345,3,0.2375495813133539,0
346,5,0.25691134413727357,0
347,4,0.2598842815814851,0
348,7,0.27153652392947103,0
349,2,0.22790697674418606,0
350,12,0.29453551912568304,0.030303030303030304
351,8,0.2761270491803279,0
352,5,0.24367088607594936,0
353,4,0.250814332247557,0
354,4,0.26382770435633873,0
355,2,0.2237442922374429,0
356,6,0.28,0.06666666666666667
357,5,0.26101694915254237,0
358,8,0.276694045174538,0
359,2,0.2297527706734868,0
360,1,0.18484224965706447,0
361,2,0.21973094170403587,0
362,5,0.25305164319248824,0
363,4,0.25257731958762886,0
364,7,0.2724974721941355,0
365,5,0.2653865091088134,0
366,7,0.2684262948207171,0.047619047619047616
367,4,0.251986909770921,0
368,3,0.2339409722222222,0
369,2,0.23723591549295775,0
370,3,0.22402327514546966,0
371,5,0.2571564885496183,0
372,5,0.2699048572859289,0
373,7,0.2729113924050633,0
374,9,0.2857900318133616,0
375,9,0.2832369942196532,0.08333333333333333
376,5,0.2676266137040715,0.1
377,6,0.27869700103412615,0
378,4,0.24645633287608595,0
379,8,0.28072916666666664,0.03571428571428571
380,3,0.23272884283246978,0
381,5,0.2443336355394379,0
382,4,0.2502321262766945,0
383,4,0.24389140271493212,0
384,5,0.26305514885309905,0
385,6,0.2548463356973995,0
386,4,0.24850161364684187,0
387,5,0.25888568683957736,0
388,3,0.23162870648904169,0
389,10,0.2862453531598513,0
390,3,0.21964140179299105,0
391,7,0.2768361581920904,0.047619047619047616
392,4,0.24105545617173524,0
393,2,0.21422893481717012,0
394,3,0.22402327514546966,0
395,4,0.2518691588785047,0
396,5,0.2382847038019452,0
397,2,0.21405877680698968,0
398,4,0.2546055739253661,0
399,7,0.2761270491803279,0
400,5,0.24567000911577028,0
401,6,0.26577909270216965,0
402,7,0.26344086021505375,0
403,3,0.22790697674418606,0.3333333333333333
404,7,0.2716733870967742,0
405,6,0.24884579870729456,0
406,2,0.22054009819967266,0
407,8,0.2758444216990788,0
408,7,0.27754891864057674,0
409,1,0.20424403183023873,0
410,3,0.2465690759377859,0
411,4,0.2532894736842105,0
412,6,0.2627986348122867,0
413,6,0.27598566308243727,0
414,9,0.2900968783638321,0.05555555555555555
415,7,0.2712632108706593,0
416,5,0.2602607436021246,0
417,2,0.23902439024390243,1.0
418,5,0.2629268292682927,0
419,5,0.2543652666352053,0
420,9,0.27970939283860924,0
421,7,0.2688279301745636,0
422,4,0.24511141427921782,0
423,7,0.2711267605633803,0
424,4,0.25058112505811253,0
425,4,0.2208111429741909,0.16666666666666666
426,6,0.25691134413727357,0.06666666666666667
427,7,0.266304347826087,0
428,5,0.2600096478533526,0
429,1,0.2062763107539227,0
430,3,0.24930619796484738,0.3333333333333333
431,4,0.24235611510791366,0
432,5,0.2627986348122867,0
433,5,0.24455535390199637,0
434,4,0.2646048109965636,0
435,3,0.23516579406631763,0
436,7,0.265255905511811,0
437,10,0.296969696969697,0
438,6,0.2684262948207171,0
439,4,0.2548463356973995,0
440,3,0.25093109869646185,0
442,5,0.2577714012434242,0
443,5,0.26254262055528493,0
444,7,0.2703109327983952,0
445,6,0.266304347826087,0
446,3,0.2414874551971326,0
447,9,0.27263530601922104,0
448,6,0.2544853635505194,0
449,7,0.2689620758483034,0
450,4,0.24873096446700507,0
451,5,0.2532894736842105,0
452,3,0.22819644369178663,0
453,3,0.23681898066783832,0
454,5,0.26089060987415297,0
455,10,0.2801455301455301,0
457,6,0.2642156862745098,0
458,5,0.26709613478691774,0
459,5,0.26051232479458675,0
460,5,0.26318359375,0
461,5,0.27697841726618705,0.1
462,5,0.2543652666352053,0
463,8,0.2744399185336049,0
464,4,0.24770220588235295,0.16666666666666666
465,2,0.23976868327402134,0
466,2,0.23053892215568864,0
467,2,0.2201797385620915,0
468,4,0.25691134413727357,0
469,8,0.27004008016032066,0
470,8,0.27927461139896376,0
471,2,0.23414422241529106,0
472,1,0.21228830248129185,0
473,3,0.2229114971050455,0
474,7,0.2696348174087044,0
475,4,0.24268347591175146,0
476,8,0.2656481025135535,0
477,1,0.20706876680752978,0
478,5,0.26512543039842595,0
479,8,0.27697841726618705,0
480,8,0.2718103883005547,0.03571428571428571
481,4,0.24965261695229274,0
482,2,0.20770712909441233,0
483,7,0.2603864734299517,0.047619047619047616
484,3,0.2145700636942675,0
485,4,0.26305514885309905,0
486,2,0.23902439024390243,0
487,6,0.2633121641426478,0
488,2,0.22117357406647517,0
489,5,0.26577909270216965,0
490,4,0.24422292705029452,0
491,3,0.2471343420449335,0
492,12,0.296969696969697,0
493,5,0.2653865091088134,0
494,10,0.2836842105263158,0
495,7,0.27884117951370924,0
496,4,0.25011600928074246,0
497,7,0.27402135231316727,0.047619047619047616
498,6,0.26512543039842595,0
499,3,0.23353552859618718,0
500,8,0.27556237218813906,0.03571428571428571
501,5,0.25412541254125415,0.1
502,4,0.26215953307393,0
503,6,0.2536470588235294,0
504,5,0.25691134413727357,0
505,2,0.23083511777301927,0
506,6,0.25630052306229195,0
507,7,0.276694045174538,0
508,9,0.29534246575342465,0.027777777777777776
509,5,0.2703109327983952,0
510,7,0.2779783393501805,0
511,9,0.28654970760233917,0
512,5,0.257033857892227,0
513,2,0.22694736842105262,0
514,5,0.27071823204419887,0
515,6,0.26215953307393,0
516,2,0.23014517506404783,0
517,4,0.2544853635505194,0
518,8,0.26936531734132935,0
519,5,0.26254262055528493,0
520,4,0.24073246985261276,0
521,4,0.24268347591175146,0
522,4,0.24623115577889448,0
523,8,0.28131524008350733,0.03571428571428571
524,2,0.2237442922374429,0
525,4,0.22044989775051124,0
526,6,0.27235977766548763,0.06666666666666667
527,3,0.24455535390199637,0
528,2,0.22281934683753618,0
529,6,0.2690963554667998,0.06666666666666667
530,2,0.22945934440187313,0
531,7,0.2597590361445783,0
532,4,0.2467948717948718,0
533,7,0.26382770435633873,0.047619047619047616
534,13,0.3112009237875289,0.01282051282051282
535,5,0.2642156862745098,0
536,6,0.2656481025135535,0.13333333333333333
537,5,0.2558139534883721,0
538,7,0.2738821138211382,0
539,6,0.2642156862745098,0
540,2,0.22704296545914068,0
541,9,0.28746666666666665,0.027777777777777776
542,4,0.2266610597140454,0
543,5,0.2620320855614973,0
544,6,0.2597590361445783,0
545,4,0.24323104693140793,0
546,7,0.28102189781021897,0
547,5,0.27263530601922104,0
548,5,0.2644749754661433,0
549,2,0.23557692307692307,0
