ID,Degree,Closeness centrality,Clustering coefficient
513,1,0.007086614173228346,0
514,2,0.008858267716535433,0
515,1,0.005249343832020997,0
516,2,0.007874015748031496,0
517,2,0.01458151064450277,0
518,1,0.006561679790026247,0
520,1,0.003937007874015748,0
521,1,0.003937007874015748,0
526,1,0.005905511811023622,0
527,1,0.003937007874015748,0
529,1,0.003937007874015748,0
532,2,0.012303149606299212,0
533,1,0.005905511811023622,0
536,1,0.00984251968503937,0
540,1,0.003937007874015748,0
544,1,0.003937007874015748,0
545,1,0.005249343832020997,0
547,2,0.007874015748031496,0
