Source,Target,Weight
21,16,0.9185122844014572
21,46,0.9704455335485082
21,23,0.9003245225862655
21,26,0.9464851479534838
21,28,0.9277434863285527
21,31,0.913931185271228
21,39,0.9370674633774033
21,40,0.951229424500714
21,43,0.951229424500714
21,44,0.9185122844014575
21,48,0.9607894391523232
26,6,0.9003245225862655
26,9,0.9048374180359596
26,23,0.9801986733067554
26,24,0.9185122844014574
26,25,0.9048374180359596
26,43,0.9753099120283326
26,28,0.9417645335842486
26,29,0.9185122844014575
26,30,0.9185122844014574
26,31,0.9185122844014573
26,34,0.9048374180359596
26,37,0.9048374180359596
26,39,0.9704455335485082
26,40,0.9464851479534838
26,46,0.9003245225862657
26,49,0.9559974818330998
28,9,0.9048374180359596
28,23,0.9048374180359595
28,39,0.990049833749168
28,31,0.9559974818330998
28,34,0.9048374180359596
28,35,0.9417645335842487
28,36,0.9464851479534839
28,37,0.9048374180359596
28,40,0.9656054162575665
28,46,0.9003245225862656
28,48,0.9464851479534838
28,49,0.9753099120283326
31,23,0.9277434863285527
31,36,0.951229424500714
31,39,0.9370674633774032
31,48,0.932393819905948
35,1,0.9559974818331
35,2,0.951229424500714
35,9,0.9417645335842487
35,12,0.9370674633774034
35,25,0.9048374180359595
35,30,0.9003245225862655
35,34,0.9417645335842487
35,49,0.9753099120283327
35,37,0.9417645335842487
35,39,0.9323938199059483
35,40,0.9464851479534839
35,45,0.9370674633774034
35,47,0.9048374180359595
36,16,0.9003245225862657
36,39,0.9003245225862655
36,48,0.9417645335842486
39,1,0.9003245225862658
39,9,0.9323938199059484
39,23,0.9323938199059483
39,25,0.9139311852712283
39,29,0.9003245225862658
39,30,0.9093729344682315
39,34,0.9323938199059484
39,37,0.9323938199059484
39,40,0.9656054162575665
39,43,0.9093729344682314
39,46,0.9185122844014574
39,48,0.9370674633774033
39,49,0.9851119396030626
40,2,0.9093729344682315
40,6,0.9139311852712281
40,22,0.8737159116880343
40,43,0.9139311852712282
40,46,0.9048374180359596
40,48,0.9139311852712282
40,49,0.9704455335485082
43,23,0.9656054162575665
46,5,0.9277434863285526
46,32,0.9417645335842487
46,44,0.9370674633774034
46,48,0.9704455335485082
48,5,0.9370674633774034
48,16,0.9370674633774034
48,18,0.8958341352965282
48,32,0.9139311852712284
49,1,0.9512294245007141
49,2,0.9464851479534839
49,3,0.9003245225862655
49,6,0.9139311852712281
49,9,0.9656054162575666
49,12,0.9323938199059483
49,23,0.9093729344682314
49,25,0.9370674633774034
49,29,0.9323938199059483
49,30,0.9417645335842487
49,34,0.9656054162575666
49,37,0.9656054162575666
49,45,0.9323938199059483
49,47,0.9185122844014573
1,12,0.990049833749168
1,45,0.990049833749168
1,9,0.9851119396030626
1,2,0.9559974818330998
1,3,0.9464851479534836
1,25,0.9753099120283326
1,29,0.9417645335842486
1,30,0.970445533548508
1,34,0.9851119396030626
1,37,0.9851119396030626
1,47,0.9370674633774032
12,2,0.9656054162575665
12,3,0.9656054162575665
12,8,0.9139311852712284
12,9,0.9851119396030626
12,34,0.9851119396030626
12,25,0.9559974818330998
12,29,0.951229424500714
12,30,0.9704455335485082
12,37,0.9851119396030626
12,38,0.9139311852712284
12,45,0.9801986733067553
12,47,0.9559974818330998
45,2,0.9656054162575665
45,3,0.9656054162575665
45,6,0.9048374180359596
45,8,0.9139311852712284
45,9,0.9656054162575665
45,25,0.9559974818330998
45,29,0.951229424500714
45,30,0.9704455335485082
45,34,0.9656054162575665
45,37,0.9656054162575665
45,38,0.9139311852712284
45,41,0.7445315874659093
45,47,0.9559974818330998
9,2,0.951229424500714
9,3,0.9512294245007138
9,34,1.0
9,37,1.0
9,25,0.9801986733067554
9,29,0.9656054162575665
9,30,0.9851119396030626
9,47,0.9417645335842485
2,47,0.990049833749168
2,3,0.9704455335485082
2,6,0.9656054162575665
2,8,0.9093729344682314
2,29,0.9559974818330998
2,30,0.9464851479534839
2,34,0.951229424500714
2,37,0.951229424500714
2,38,0.9370674633774034
2,42,0.9559974818331
2,22,0.8780954309205613
3,47,0.990049833749168
3,29,0.9851119396030626
3,30,0.9753099120283326
3,6,0.9464851479534839
3,8,0.9559974818331
3,25,0.9139311852712281
3,34,0.9512294245007138
3,37,0.9512294245007138
3,38,0.9559974818331001
3,42,0.9559974818331001
25,23,0.9048374180359596
25,34,0.9801986733067554
25,37,0.9801986733067554
25,29,0.9370674633774034
25,30,0.9753099120283326
29,6,0.951229424500714
29,24,0.9323938199059484
29,30,0.9900498337491681
29,34,0.9656054162575665
29,37,0.9656054162575665
29,42,0.9139311852712282
29,47,0.9753099120283326
30,6,0.9139311852712282
30,24,0.9139311852712283
30,34,0.9851119396030626
30,37,0.9851119396030626
30,47,0.9559974818330998
34,37,1.0
34,47,0.9417645335842485
37,47,0.9417645335842485
47,6,0.9753099120283327
47,8,0.9370674633774034
47,38,0.9559974818331001
47,42,0.9753099120283328
6,22,0.9003245225862656
6,42,0.9512294245007142
8,38,0.9900498337491681
8,42,0.9512294245007139
8,13,0.9417645335842487
8,41,0.8228346580560184
38,13,0.9704455335485082
38,42,0.9801986733067553
38,41,0.7749164979610809
42,13,0.9512294245007139
5,18,0.9464851479534839
5,16,0.9231163463866359
5,32,0.9003245225862656
5,44,0.932393819905948
5,15,0.8269591339433622
16,14,0.8958341352965284
16,33,0.9277434863285529
16,32,0.9003245225862656
32,33,0.9417645335842487
14,33,0.9185122844014574
14,15,0.8607079764250577
33,15,0.9370674633774033
50,52,0.9656054162575665
50,86,0.9464851479534839
50,65,0.9093729344682315
50,76,0.9003245225862655
52,86,0.9607894391523232
52,77,0.951229424500714
52,76,0.9417645335842485
86,51,0.9323938199059483
86,54,0.932393819905948
86,56,0.9003245225862655
86,58,0.9512294245007139
86,65,0.951229424500714
86,75,0.9417645335842487
86,76,0.9417645335842487
86,77,0.9323938199059483
65,51,0.9417645335842487
65,54,0.9139311852712282
65,58,0.9512294245007141
65,75,0.990049833749168
65,74,0.9277434863285529
76,54,0.9323938199059483
76,58,0.9512294245007139
76,77,0.9139311852712282
51,56,0.9656054162575665
51,75,0.9512294245007141
51,54,0.9139311852712281
51,58,0.9139311852712283
51,74,0.9185122844014573
51,85,0.9003245225862655
51,91,0.9277434863285526
51,97,0.9003245225862655
56,85,0.9323938199059483
56,91,0.9139311852712281
56,127,0.9003245225862656
75,54,0.9512294245007141
75,58,0.9704455335485083
75,74,0.9656054162575666
75,97,0.9093729344682315
54,58,0.9704455335485083
54,63,0.9093729344682312
54,74,0.927743486328553
54,91,0.9003245225862655
58,74,0.9370674633774037
74,71,0.9093729344682313
74,97,0.9801986733067553
74,91,0.9048374180359594
85,70,0.9139311852712283
91,61,0.9003245225862659
91,63,0.990049833749168
91,73,0.9559974818330998
91,78,0.9801986733067554
91,97,0.9417645335842487
91,138,0.9003245225862655
97,61,0.927743486328553
97,63,0.913931185271228
97,71,0.9464851479534838
97,73,0.9093729344682312
97,78,0.9417645335842486
77,147,0.9185122844014573
77,110,0.9139311852712282
53,89,0.9801986733067553
53,80,0.9559974818330998
53,69,0.951229424500714
53,81,0.9093729344682314
53,92,0.9093729344682314
53,94,0.9003245225862655
53,59,0.8737159116880343
89,59,0.9277434863285529
89,69,0.9704455335485083
89,80,0.9559974818330998
89,81,0.9093729344682314
89,82,0.9277434863285529
89,90,0.9139311852712281
89,92,0.9464851479534839
89,94,0.9559974818330998
89,99,0.9323938199059483
80,69,0.9851119396030626
80,79,0.9139311852712282
80,81,0.9900498337491681
80,82,0.9048374180359595
80,92,0.9139311852712282
69,62,0.8737159116880343
69,67,0.9370674633774034
69,81,0.9656054162575666
69,79,0.9093729344682314
69,82,0.9559974818330998
69,92,0.9656054162575665
69,94,0.9185122844014573
69,99,0.9139311852712282
81,60,0.7985162187593771
81,79,0.9417645335842486
92,62,0.8869204367171575
92,67,0.9704455335485083
92,71,0.9323938199059484
92,82,0.990049833749168
92,99,0.9656054162575666
92,94,0.9512294245007139
92,95,0.9003245225862657
92,96,0.927743486328553
94,55,0.9464851479534839
94,59,0.8780954309205614
94,67,0.9323938199059482
94,82,0.9323938199059482
94,88,0.951229424500714
94,90,0.9656054162575665
94,99,0.9851119396030625
94,96,0.9753099120283326
94,95,0.9464851479534838
63,73,0.9753099120283326
63,78,0.9704455335485082
63,126,0.9093729344682313
63,127,0.9003245225862655
63,138,0.9093729344682314
55,66,0.9559974818330998
55,90,0.951229424500714
55,96,0.951229424500714
55,61,0.9003245225862656
55,73,0.9003245225862658
55,78,0.9323938199059483
55,84,0.9185122844014574
55,88,0.9003245225862654
55,95,0.9323938199059483
55,99,0.9231163463866356
66,61,0.9139311852712281
66,84,0.9801986733067555
66,96,0.9277434863285529
66,78,0.9185122844014573
66,88,0.9048374180359595
66,95,0.9093729344682314
90,96,0.9139311852712282
90,99,0.913931185271228
90,106,0.729788874269057
96,61,0.9559974818330998
96,67,0.9277434863285529
96,71,0.9003245225862658
96,82,0.9277434863285529
96,84,0.8913661439068314
96,88,0.9851119396030625
96,95,0.990049833749168
96,99,0.990049833749168
61,78,0.9464851479534839
61,95,0.9370674633774034
61,71,0.9231163463866359
61,88,0.9323938199059479
61,99,0.9370674633774033
73,78,0.9277434863285529
78,138,0.9093729344682314
84,106,0.7633794943368531
88,64,0.8780954309205615
88,82,0.9139311852712282
88,95,0.9851119396030625
88,99,0.9753099120283326
95,67,0.927743486328553
95,82,0.9093729344682314
95,99,0.970445533548508
99,67,0.9464851479534839
99,71,0.9185122844014576
99,82,0.9656054162575666
127,70,0.9559974818331
127,83,0.9139311852712284
127,123,0.9370674633774034
127,126,0.970445533548508
127,138,0.990049833749168
127,149,0.9607894391523235
127,133,0.9003245225862657
57,93,0.9900498337491681
57,98,0.9277434863285531
57,60,0.9003245225862657
93,60,0.9370674633774034
93,98,0.927743486328553
98,60,0.7710515858035663
59,106,0.7482635675785652
71,67,0.9048374180359596
71,82,0.9417645335842487
62,67,0.8607079764250578
62,87,0.8394570207692074
67,82,0.9607894391523233
126,72,0.9048374180359596
126,83,0.9139311852712282
126,123,0.9851119396030626
126,138,0.9607894391523232
126,133,0.9093729344682315
126,146,0.927743486328553
138,70,0.9753099120283326
138,123,0.9093729344682314
138,149,0.9512294245007141
64,82,0.9139311852712282
64,79,0.9048374180359595
68,87,0.9656054162575666
68,72,0.8780954309205613
68,119,0.8650222931107413
87,72,0.8478937040879158
72,133,0.9370674633774037
72,123,0.9370674633774034
72,146,0.9185122844014575
72,83,0.9139311852712283
72,119,0.9093729344682315
119,83,0.8737159116880344
70,149,0.9370674633774034
149,83,0.9323938199059484
149,101,0.9464851479534839
149,121,0.9003245225862655
149,142,0.9464851479534839
133,83,0.9464851479534839
133,123,0.9323938199059484
133,134,0.8436648165963837
123,83,0.9185122844014575
123,111,0.9139311852712283
123,146,0.9704455335485082
146,111,0.9323938199059482
83,101,0.9370674633774034
83,142,0.9370674633774034
83,134,0.8564151774836135
147,110,0.9753099120283326
147,111,0.9417645335842488
147,112,0.9093729344682315
147,115,0.927743486328553
147,116,0.9370674633774034
147,137,0.927743486328553
147,145,0.9370674633774034
110,115,0.9323938199059483
110,145,0.9139311852712281
110,148,0.8564151774836135
101,142,1.0
101,113,0.9656054162575665
101,121,0.9512294245007141
101,114,0.8780954309205614
142,113,0.9656054162575665
142,114,0.8780954309205614
142,121,0.9512294245007141
100,136,0.9139311852712281
100,144,0.8824969025845953
100,104,0.8780954309205614
136,115,0.927743486328553
136,148,0.9704455335485084
136,144,0.9093729344682312
144,109,0.778800783071405
144,120,0.9559974818330998
144,124,0.9231163463866359
144,140,0.9704455335485082
144,143,0.951229424500714
104,132,0.9559974818330998
104,128,0.9512294245007139
104,140,0.9370674633774034
104,112,0.9093729344682315
104,124,0.927743486328553
104,143,0.9277434863285529
113,121,0.9464851479534839
121,114,0.8869204367171576
102,125,0.9277434863285529
102,120,0.9231163463866359
102,143,0.9185122844014574
102,130,0.9003245225862655
102,129,0.8737159116880343
102,135,0.8025187979624784
125,107,0.9093729344682314
125,129,0.9417645335842486
125,130,0.8958341352965281
120,109,0.7985162187593772
120,112,0.9370674633774033
120,143,0.9753099120283326
120,140,0.9656054162575664
120,124,0.9559974818331
120,139,0.9323938199059483
143,109,0.8187307530779818
143,124,0.9512294245007141
143,140,0.9417645335842485
130,107,0.9656054162575664
130,129,0.8780954309205614
130,135,0.8650222931107413
103,116,0.9704455335485082
103,137,0.9704455335485082
103,128,0.9464851479534838
103,111,0.927743486328553
103,132,0.9139311852712281
103,108,0.8352702114112719
103,134,0.8650222931107413
116,108,0.8269591339433623
116,111,0.927743486328553
116,112,0.9139311852712282
116,137,0.9900498337491681
116,128,0.9277434863285529
137,111,0.9003245225862656
137,128,0.9093729344682314
128,108,0.8564151774836136
128,111,0.9323938199059483
128,112,0.9003245225862658
128,132,0.9950124791926823
111,132,0.9093729344682314
140,112,0.9417645335842488
140,115,0.9048374180359596
140,124,0.9323938199059483
140,139,0.9185122844014575
140,145,0.9139311852712284
112,139,0.9851119396030626
112,124,0.9323938199059483
112,145,0.9323938199059484
112,141,0.8958341352965281
124,139,0.9185122844014574
105,122,0.9656054162575664
105,107,0.8693582353988059
105,135,0.8607079764250578
105,117,0.7153380863525599
105,118,0.8607079764250577
105,131,0.6770568744981648
122,118,0.9185122844014574
122,107,0.8311042838521254
135,118,0.670320046035639
135,131,0.6505090947233165
109,117,0.6907343306373545
115,148,0.9559974818330998
115,145,0.9323938199059483
145,139,0.9370674633774034
145,141,0.970445533548508
139,141,0.9370674633774033
117,131,0.9185122844014574
