Source,Target,Sim
1,25,0.9753099120283326
1,29,0.9417645335842486
1,30,0.970445533548508
1,34,0.9851119396030626
1,37,0.9851119396030626
1,45,0.990049833749168
1,47,0.9370674633774032
2,3,0.9704455335485082
2,6,0.9656054162575665
2,8,0.9093729344682314
2,9,0.951229424500714
2,12,0.9656054162575665
2,29,0.9559974818330998
2,30,0.9464851479534839
2,34,0.951229424500714
2,37,0.951229424500714
2,38,0.9370674633774034
2,42,0.9559974818331
2,45,0.9656054162575665
2,47,0.990049833749168
3,6,0.9464851479534839
3,8,0.9559974818331
3,9,0.9512294245007138
3,12,0.9656054162575665
3,25,0.9139311852712281
3,29,0.9851119396030626
3,30,0.9753099120283326
3,34,0.9512294245007138
3,37,0.9512294245007138
3,38,0.9559974818331001
3,42,0.9559974818331001
3,45,0.9656054162575665
3,47,0.990049833749168
9,12,0.9851119396030626
9,25,0.9801986733067554
9,29,0.9656054162575665
9,30,0.9851119396030626
9,34,1.0
9,37,1.0
9,45,0.9656054162575665
9,47,0.9417645335842485
12,8,0.9139311852712284
12,25,0.9559974818330998
12,29,0.951229424500714
12,30,0.9704455335485082
12,34,0.9851119396030626
12,37,0.9851119396030626
12,38,0.9139311852712284
12,45,0.9801986733067553
12,47,0.9559974818330998
25,23,0.9048374180359596
25,29,0.9370674633774034
25,30,0.9753099120283326
25,34,0.9801986733067554
25,37,0.9801986733067554
25,45,0.9559974818330998
29,6,0.951229424500714
29,24,0.9323938199059484
29,30,0.9900498337491681
29,34,0.9656054162575665
29,37,0.9656054162575665
29,42,0.9139311852712282
29,45,0.951229424500714
29,47,0.9753099120283326
30,6,0.9139311852712282
30,24,0.9139311852712283
30,34,0.9851119396030626
30,37,0.9851119396030626
30,45,0.9704455335485082
30,47,0.9559974818330998
34,37,1.0
34,45,0.9656054162575665
34,47,0.9417645335842485
37,45,0.9656054162575665
37,47,0.9417645335842485
45,6,0.9048374180359596
45,8,0.9139311852712284
45,38,0.9139311852712284
45,47,0.9559974818330998
47,6,0.9753099120283327
47,8,0.9370674633774034
47,38,0.9559974818331001
47,42,0.9753099120283328
6,22,0.9003245225862656
6,42,0.9512294245007142
8,13,0.9417645335842487
8,38,0.9900498337491681
8,42,0.9512294245007139
38,13,0.9704455335485082
38,42,0.9801986733067553
42,13,0.9512294245007139
5,16,0.9231163463866359
5,18,0.9464851479534839
5,32,0.9003245225862656
5,44,0.932393819905948
16,32,0.9003245225862656
16,33,0.9277434863285529
32,33,0.9417645335842487
14,33,0.9185122844014574
33,15,0.9370674633774033
50,52,0.9656054162575665
50,65,0.9093729344682315
50,76,0.9003245225862655
50,86,0.9464851479534839
52,76,0.9417645335842485
52,77,0.951229424500714
52,86,0.9607894391523232
65,51,0.9417645335842487
65,54,0.9139311852712282
65,58,0.9512294245007141
65,74,0.9277434863285529
65,75,0.990049833749168
65,86,0.951229424500714
76,54,0.9323938199059483
76,58,0.9512294245007139
76,77,0.9139311852712282
76,86,0.9417645335842487
86,51,0.9323938199059483
86,54,0.932393819905948
86,56,0.9003245225862655
86,58,0.9512294245007139
86,75,0.9417645335842487
86,77,0.9323938199059483
51,54,0.9139311852712281
51,56,0.9656054162575665
51,58,0.9139311852712283
51,74,0.9185122844014573
51,75,0.9512294245007141
51,85,0.9003245225862655
51,91,0.9277434863285526
51,97,0.9003245225862655
54,58,0.9704455335485083
54,63,0.9093729344682312
54,74,0.927743486328553
54,75,0.9512294245007141
54,91,0.9003245225862655
56,85,0.9323938199059483
56,91,0.9139311852712281
56,127,0.9003245225862656
58,74,0.9370674633774037
58,75,0.9704455335485083
74,71,0.9093729344682313
74,75,0.9656054162575666
74,91,0.9048374180359594
74,97,0.9801986733067553
75,97,0.9093729344682315
85,70,0.9139311852712283
91,61,0.9003245225862659
91,63,0.990049833749168
91,73,0.9559974818330998
91,78,0.9801986733067554
91,97,0.9417645335842487
91,138,0.9003245225862655
97,61,0.927743486328553
97,63,0.913931185271228
97,71,0.9464851479534838
97,73,0.9093729344682312
97,78,0.9417645335842486
77,110,0.9139311852712282
77,147,0.9185122844014573
53,69,0.951229424500714
53,80,0.9559974818330998
53,81,0.9093729344682314
53,89,0.9801986733067553
53,92,0.9093729344682314
53,94,0.9003245225862655
69,67,0.9370674633774034
69,79,0.9093729344682314
69,80,0.9851119396030626
69,81,0.9656054162575666
69,82,0.9559974818330998
69,89,0.9704455335485083
69,92,0.9656054162575665
69,94,0.9185122844014573
69,99,0.9139311852712282
80,79,0.9139311852712282
80,81,0.9900498337491681
80,82,0.9048374180359595
80,89,0.9559974818330998
80,92,0.9139311852712282
81,79,0.9417645335842486
81,89,0.9093729344682314
89,59,0.9277434863285529
89,82,0.9277434863285529
89,90,0.9139311852712281
89,92,0.9464851479534839
89,94,0.9559974818330998
89,99,0.9323938199059483
92,67,0.9704455335485083
92,71,0.9323938199059484
92,82,0.990049833749168
92,94,0.9512294245007139
92,95,0.9003245225862657
92,96,0.927743486328553
92,99,0.9656054162575666
94,55,0.9464851479534839
94,67,0.9323938199059482
94,82,0.9323938199059482
94,88,0.951229424500714
94,90,0.9656054162575665
94,95,0.9464851479534838
94,96,0.9753099120283326
94,99,0.9851119396030625
63,73,0.9753099120283326
63,78,0.9704455335485082
63,126,0.9093729344682313
63,127,0.9003245225862655
63,138,0.9093729344682314
55,61,0.9003245225862656
55,66,0.9559974818330998
55,73,0.9003245225862658
55,78,0.9323938199059483
55,84,0.9185122844014574
55,88,0.9003245225862654
55,90,0.951229424500714
55,95,0.9323938199059483
55,96,0.951229424500714
55,99,0.9231163463866356
61,66,0.9139311852712281
61,71,0.9231163463866359
61,78,0.9464851479534839
61,88,0.9323938199059479
61,95,0.9370674633774034
61,96,0.9559974818330998
61,99,0.9370674633774033
66,78,0.9185122844014573
66,84,0.9801986733067555
66,88,0.9048374180359595
66,95,0.9093729344682314
66,96,0.9277434863285529
73,78,0.9277434863285529
78,138,0.9093729344682314
88,82,0.9139311852712282
88,95,0.9851119396030625
88,96,0.9851119396030625
88,99,0.9753099120283326
90,96,0.9139311852712282
90,99,0.913931185271228
95,67,0.927743486328553
95,82,0.9093729344682314
95,96,0.990049833749168
95,99,0.970445533548508
96,67,0.9277434863285529
96,71,0.9003245225862658
96,82,0.9277434863285529
96,99,0.990049833749168
99,67,0.9464851479534839
99,71,0.9185122844014576
99,82,0.9656054162575666
127,70,0.9559974818331
127,83,0.9139311852712284
127,123,0.9370674633774034
127,126,0.970445533548508
127,133,0.9003245225862657
127,138,0.990049833749168
127,149,0.9607894391523235
57,60,0.9003245225862657
57,93,0.9900498337491681
57,98,0.9277434863285531
60,93,0.9370674633774034
93,98,0.927743486328553
71,67,0.9048374180359596
71,82,0.9417645335842487
126,72,0.9048374180359596
126,83,0.9139311852712282
126,123,0.9851119396030626
126,133,0.9093729344682315
126,138,0.9607894391523232
126,146,0.927743486328553
138,70,0.9753099120283326
138,123,0.9093729344682314
138,149,0.9512294245007141
64,79,0.9048374180359595
64,82,0.9139311852712282
82,67,0.9607894391523233
68,87,0.9656054162575666
70,149,0.9370674633774034
149,83,0.9323938199059484
149,101,0.9464851479534839
149,121,0.9003245225862655
149,142,0.9464851479534839
72,83,0.9139311852712283
72,119,0.9093729344682315
72,123,0.9370674633774034
72,133,0.9370674633774037
72,146,0.9185122844014575
83,101,0.9370674633774034
83,123,0.9185122844014575
83,133,0.9464851479534839
83,142,0.9370674633774034
123,111,0.9139311852712283
123,133,0.9323938199059484
123,146,0.9704455335485082
146,111,0.9323938199059482
110,115,0.9323938199059483
110,145,0.9139311852712281
110,147,0.9753099120283326
147,111,0.9417645335842488
147,112,0.9093729344682315
147,115,0.927743486328553
147,116,0.9370674633774034
147,137,0.927743486328553
147,145,0.9370674633774034
101,113,0.9656054162575665
101,121,0.9512294245007141
101,142,1.0
142,113,0.9656054162575665
142,121,0.9512294245007141
100,136,0.9139311852712281
136,115,0.927743486328553
136,144,0.9093729344682312
136,148,0.9704455335485084
113,121,0.9464851479534839
102,120,0.9231163463866359
102,125,0.9277434863285529
102,130,0.9003245225862655
102,143,0.9185122844014574
120,112,0.9370674633774033
120,124,0.9559974818331
120,139,0.9323938199059483
120,140,0.9656054162575664
120,143,0.9753099120283326
120,144,0.9559974818330998
125,107,0.9093729344682314
125,129,0.9417645335842486
130,107,0.9656054162575664
143,104,0.9277434863285529
143,124,0.9512294245007141
143,140,0.9417645335842485
143,144,0.951229424500714
103,111,0.927743486328553
103,116,0.9704455335485082
103,128,0.9464851479534838
103,132,0.9139311852712281
103,137,0.9704455335485082
111,116,0.927743486328553
111,128,0.9323938199059483
111,132,0.9093729344682314
111,137,0.9003245225862656
116,112,0.9139311852712282
116,128,0.9277434863285529
116,137,0.9900498337491681
128,104,0.9512294245007139
128,112,0.9003245225862658
128,132,0.9950124791926823
128,137,0.9093729344682314
132,104,0.9559974818330998
104,112,0.9093729344682315
104,124,0.927743486328553
104,140,0.9370674633774034
112,124,0.9323938199059483
112,139,0.9851119396030626
112,140,0.9417645335842488
112,145,0.9323938199059484
124,139,0.9185122844014574
124,140,0.9323938199059483
124,144,0.9231163463866359
140,115,0.9048374180359596
140,139,0.9185122844014575
140,144,0.9704455335485082
140,145,0.9139311852712284
105,122,0.9656054162575664
122,118,0.9185122844014574
115,145,0.9323938199059483
115,148,0.9559974818330998
145,139,0.9370674633774034
145,141,0.970445533548508
139,141,0.9370674633774033
117,131,0.9185122844014574
